id,sample,click,question,confidence,chosen_answer,confidence_recoded,n_clicks,actual_answer,grade,mode,type,is_attention,page,same
284,5,19,14,1,0,2,1,0,1,5,18,0,3,0
41,1,19,15,5,1,3,2,1,1,3,15,0,3,1
143,7,19,13,5,1,3,1,1,1,2,15,0,3,1
146,7,19,16,0,0,3,1,0,1,4,13,1,3,0
62,3,19,12,0,0,3,2,0,1,5,8,0,2,0
261,10,19,15,4,1,2,1,1,1,1,17,0,3,1
24,4,19,12,5,1,3,1,1,1,1,7,1,2,1
173,3,19,18,0,0,3,1,0,1,1,16,0,3,0
97,3,19,16,3,1,1,2,0,0,1,14,0,3,0
16,3,19,19,3,1,1,1,1,1,4,24,0,4,1
17,10,19,14,3,1,1,1,0,0,5,14,0,3,0
70,1,19,15,5,1,3,1,1,1,1,15,0,3,1
1143,8,19,10,0,0,3,1,1,0,4,11,0,2,1
42,3,19,19,4,1,2,1,1,1,5,24,0,4,1
271,10,19,14,1,0,2,1,0,1,1,14,0,3,0
505,9,19,15,2,0,1,1,0,1,4,16,0,3,0
232,9,19,17,0,0,3,1,0,1,3,14,0,3,0
1020,3,19,19,5,1,3,1,1,1,4,24,0,4,1
200,6,19,14,1,0,2,3,1,0,3,17,0,3,1
131,8,19,16,2,0,1,1,0,1,3,14,0,3,0
278,7,19,18,0,0,3,1,0,1,3,16,0,3,0
35,4,19,16,0,0,3,1,0,1,3,13,1,3,0
228,2,19,13,3,1,1,1,1,1,2,17,0,3,1
287,10,2,4,5,1,3,1,1,1,5,1,1,1,1
6,4,2,2,5,1,3,1,1,1,1,5,0,1,1
9,9,2,2,5,1,3,1,1,1,2,5,0,1,1
502,6,2,2,4,1,2,1,1,1,4,2,0,1,1
262,1,2,2,5,1,3,1,1,1,5,1,1,1,1
47,3,2,2,5,1,3,1,1,1,2,5,0,1,1
242,2,2,2,4,1,2,1,1,1,5,6,0,1,1
29,1,2,2,5,1,3,1,1,1,5,1,1,1,1
208,9,2,2,4,1,2,1,1,1,3,5,0,1,1
137,9,2,2,4,1,2,1,1,1,4,5,0,1,1
80,10,2,2,4,1,2,1,1,1,2,6,0,1,1
1060,9,2,2,5,1,3,1,1,1,2,5,0,1,1
1141,7,2,2,5,1,3,1,1,1,4,2,0,1,1
27,6,2,2,5,1,3,1,1,1,2,2,0,1,1
226,10,2,2,3,1,1,1,1,1,5,6,0,1,1
21,3,2,2,5,1,3,1,1,1,2,5,0,1,1
258,1,2,2,5,1,3,1,1,1,1,1,1,1,1
98,2,2,3,5,1,3,1,1,1,4,2,0,1,1
239,6,2,2,5,1,3,1,1,1,2,2,0,1,1
5,10,2,2,1,0,2,1,1,0,3,6,0,1,1
288,8,2,2,5,1,3,1,1,1,2,6,0,1,1
203,9,2,2,5,1,3,1,1,1,5,5,0,1,1
30,2,2,2,5,1,3,1,1,1,1,6,0,1,1
154,5,2,2,5,1,3,1,1,1,4,1,1,1,1
268,9,2,2,4,1,2,1,1,1,1,5,0,1,1
83,8,2,2,5,1,3,1,1,1,2,6,0,1,1
19,7,2,2,5,1,3,1,1,1,1,2,0,1,1
162,5,2,1,1,0,2,1,0,1,3,4,0,1,0
1030,4,2,2,4,1,2,1,1,1,4,5,0,1,1
235,7,2,2,5,1,3,1,1,1,3,2,0,1,1
44,1,2,2,5,1,3,1,1,1,2,1,1,1,1
34,5,2,2,5,1,3,1,1,1,2,1,1,1,1
112,2,2,2,5,1,3,1,1,1,2,6,0,1,1
1050,8,2,5,4,1,2,1,1,1,4,3,0,1,1
152,5,2,1,1,0,2,2,0,1,5,4,0,1,0
85,1,2,2,5,1,3,1,1,1,4,1,1,1,1
195,2,2,1,5,1,3,2,1,1,2,3,0,1,1
13,4,2,2,3,1,1,1,1,1,3,5,0,1,1
198,4,2,2,5,1,3,1,1,1,5,5,0,1,1
32,3,2,2,3,1,1,1,1,1,3,5,0,1,1
132,5,2,1,0,0,3,2,0,1,4,4,0,1,0
255,5,2,2,5,1,3,1,1,1,1,1,1,1,1
180,7,2,2,5,1,3,1,1,1,2,2,0,1,1
291,4,2,2,5,1,3,1,1,1,5,5,0,1,1
187,8,2,2,5,1,3,1,1,1,2,6,0,1,1
168,5,2,2,5,1,3,1,1,1,2,1,1,1,1
55,5,2,2,5,1,3,1,1,1,1,1,1,1,1
133,9,2,2,5,1,3,1,1,1,1,5,0,1,1
122,6,2,2,3,1,1,1,1,1,4,2,0,1,1
197,2,2,2,5,1,3,1,1,1,3,6,0,1,1
43,10,2,2,3,1,1,1,1,1,5,6,0,1,1
161,2,2,2,5,1,3,1,1,1,1,6,0,1,1
37,7,2,2,5,1,3,1,1,1,3,2,0,1,1
166,6,2,2,5,1,3,1,1,1,1,2,0,1,1
68,8,2,2,3,1,1,1,1,1,3,6,0,1,1
238,4,2,1,5,1,3,2,1,1,5,6,0,1,1
277,6,2,2,1,0,2,1,1,0,1,2,0,1,1
77,2,2,2,4,1,2,1,1,1,1,6,0,1,1
267,8,2,2,5,1,3,1,1,1,1,6,0,1,1
1142,9,2,2,5,1,3,1,1,1,4,5,0,1,1
167,8,2,2,5,1,3,1,1,1,3,6,0,1,1
247,9,2,1,4,1,2,1,1,1,5,3,0,1,1
281,6,2,2,4,1,2,1,1,1,5,2,0,1,1
1001,4,2,2,5,1,3,1,1,1,3,5,0,1,1
231,1,2,2,5,1,3,1,1,1,3,1,1,1,1
61,4,2,1,5,1,3,2,1,1,3,6,0,1,1
284,5,2,6,4,1,2,1,1,1,5,6,0,1,1
96,5,2,2,5,1,3,1,1,1,3,1,1,1,1
41,1,2,2,5,1,3,1,1,1,3,1,1,1,1
146,7,2,2,3,1,1,1,1,1,4,2,0,1,1
62,3,2,2,4,1,2,1,1,1,5,5,0,1,1
261,10,2,2,5,1,3,1,1,1,1,6,0,1,1
24,4,2,1,5,1,3,2,1,1,1,6,0,1,1
173,3,2,2,5,1,3,1,1,1,1,5,0,1,1
97,3,2,2,5,1,3,1,1,1,1,5,0,1,1
126,8,2,2,5,1,3,1,1,1,4,6,0,1,1
16,3,2,2,5,1,3,1,1,1,4,5,0,1,1
17,10,2,2,4,1,2,1,1,1,5,6,0,1,1
70,1,2,2,5,1,3,1,1,1,1,1,1,1,1
1143,8,2,2,5,1,3,1,1,1,4,6,0,1,1
42,3,2,2,5,1,3,1,1,1,5,5,0,1,1
271,10,2,1,1,0,2,2,0,1,1,4,0,1,0
39,5,2,2,5,1,3,1,1,1,4,1,1,1,1
505,9,2,2,3,1,1,1,1,1,4,5,0,1,1
232,9,2,2,5,1,3,1,1,1,3,5,0,1,1
1020,3,2,2,5,1,3,1,1,1,4,5,0,1,1
200,6,2,2,5,1,3,1,1,1,3,2,0,1,1
131,8,2,2,5,1,3,1,1,1,3,6,0,1,1
278,7,2,3,5,1,3,1,0,0,3,4,0,1,0
35,4,2,1,5,1,3,2,1,1,3,6,0,1,1
228,2,2,2,5,1,3,1,1,1,2,6,0,1,1
287,10,20,15,5,1,3,1,1,1,5,17,0,3,1
6,4,20,19,5,1,3,1,1,1,1,24,0,4,1
9,9,20,16,3,1,1,1,1,1,2,17,0,3,1
502,6,20,19,0,0,3,1,0,1,4,20,0,4,0
262,1,20,15,0,0,3,1,1,0,5,15,0,3,1
190,2,20,15,1,0,2,2,0,1,3,16,0,3,0
242,2,20,18,0,0,3,1,0,1,5,13,1,3,0
280,9,20,15,0,0,3,1,0,1,2,16,0,3,0
29,1,20,19,5,1,3,1,1,1,5,21,0,4,1
208,9,20,13,1,0,2,1,0,1,3,18,0,3,0
137,9,20,17,1,0,2,1,0,1,4,14,0,3,0
80,10,20,18,0,0,3,1,0,1,2,13,1,3,0
1060,9,20,17,0,0,3,1,0,1,2,14,0,3,0
1141,7,20,21,5,1,3,1,1,1,4,23,0,4,1
27,6,20,18,2,0,1,1,1,0,2,15,0,3,1
226,10,20,18,0,0,3,1,0,1,5,13,1,3,0
21,3,20,19,4,1,2,1,1,1,2,24,0,4,1
258,1,20,13,2,0,1,1,0,1,1,18,0,3,0
98,2,20,20,5,1,3,1,1,1,4,21,0,4,1
239,6,20,16,1,0,2,3,0,1,2,16,0,3,0
5,10,20,19,0,0,3,1,1,0,3,23,0,4,1
288,8,20,18,2,0,1,1,1,0,2,17,0,3,1
154,5,20,18,4,1,2,1,1,1,4,15,0,3,1
268,9,20,20,0,0,3,1,0,1,1,19,1,4,0
83,8,20,16,1,0,2,1,0,1,2,14,0,3,0
19,7,20,13,0,0,3,1,1,0,1,15,0,3,1
162,5,20,18,3,1,1,2,1,1,3,15,0,3,1
1030,4,20,20,0,0,3,1,0,1,4,19,1,4,0
235,7,20,17,0,0,3,1,0,1,3,14,0,3,0
44,1,20,17,5,1,3,1,1,1,2,17,0,3,1
100,10,20,10,0,0,3,3,0,1,4,8,0,2,0
34,5,20,17,2,0,1,1,0,1,2,14,0,3,0
112,2,20,19,1,0,2,1,0,1,2,20,0,4,0
1050,8,20,17,0,0,3,1,0,1,4,13,1,3,0
1010,1,20,18,3,1,1,1,0,0,5,16,0,3,0
152,5,20,18,4,1,2,1,1,1,5,15,0,3,1
85,1,20,14,1,0,2,1,0,1,4,14,0,3,0
88,4,20,17,1,0,2,1,0,1,2,14,0,3,0
13,4,20,19,2,0,1,1,1,0,3,24,0,4,1
198,4,20,18,0,0,3,1,0,1,5,18,0,3,0
32,3,20,13,0,0,3,1,0,1,3,13,1,3,0
132,5,20,17,0,0,3,1,0,1,4,14,0,3,0
180,7,20,14,4,1,2,1,1,1,2,17,0,3,1
291,4,20,13,4,1,2,2,1,1,5,15,0,3,1
187,8,20,15,2,0,1,3,1,0,2,15,0,3,1
272,4,20,19,4,1,2,1,1,1,1,24,0,4,1
78,1,20,8,2,0,1,2,1,0,4,10,0,2,1
55,5,20,19,5,1,3,1,1,1,1,21,0,4,1
133,9,20,18,4,1,2,1,1,1,1,15,0,3,1
122,6,20,14,4,1,2,1,1,1,4,17,0,3,1
197,2,20,20,4,1,2,1,1,1,3,21,0,4,1
43,10,20,18,1,0,2,1,0,1,5,13,1,3,0
161,2,20,16,1,0,2,1,0,1,1,14,0,3,0
37,7,20,16,0,0,3,1,0,1,3,13,1,3,0
166,6,20,20,0,0,3,1,0,1,1,19,1,4,0
68,8,20,20,0,0,3,1,0,1,3,22,0,4,0
238,4,20,16,0,0,3,1,0,1,5,13,1,3,0
277,6,20,18,1,0,2,1,1,0,1,15,0,3,1
77,2,20,19,5,1,3,1,0,0,1,20,0,4,0
267,8,20,20,0,0,3,1,0,1,1,22,0,4,0
1142,9,20,19,0,0,3,1,0,1,4,20,0,4,0
167,8,20,17,0,0,3,1,0,1,3,13,1,3,0
247,9,20,16,1,0,2,1,1,0,5,17,0,3,1
281,6,20,20,0,0,3,1,0,1,5,19,1,4,0
1001,4,20,20,0,0,3,1,0,1,3,19,1,4,0
26,6,20,15,0,0,3,1,0,1,5,14,0,3,0
231,1,20,17,4,1,2,2,1,1,3,17,0,3,1
58,8,20,13,3,1,1,1,0,0,5,16,0,3,0
284,5,20,19,4,1,2,1,1,1,5,21,0,4,1
96,5,20,14,2,0,1,1,0,1,3,18,0,3,0
41,1,20,17,0,0,3,1,1,0,3,17,0,3,1
143,7,20,14,5,1,3,1,1,1,2,17,0,3,1
146,7,20,17,1,0,2,1,0,1,4,14,0,3,0
62,3,20,13,0,0,3,1,0,1,5,13,1,3,0
261,10,20,16,5,1,3,1,1,1,1,15,0,3,1
24,4,20,18,0,0,3,1,0,1,1,18,0,3,0
173,3,20,19,5,1,3,1,1,1,1,24,0,4,1
97,3,20,17,4,1,2,1,1,1,1,15,0,3,1
126,8,20,17,0,0,3,2,0,1,4,13,1,3,0
16,3,20,20,4,1,2,1,1,1,4,23,0,4,1
70,1,20,16,0,0,3,1,0,1,1,13,1,3,0
1143,8,20,9,5,1,3,1,1,1,4,7,1,2,1
42,3,20,20,5,1,3,1,1,1,5,23,0,4,1
1004,8,20,18,4,1,2,2,1,1,3,17,0,3,1
271,10,20,15,5,1,3,1,1,1,1,17,0,3,1
39,5,20,16,0,0,3,1,0,1,4,13,1,3,0
505,9,20,16,2,0,1,1,1,0,4,17,0,3,1
157,4,20,2,4,1,2,8,1,1,4,5,0,1,1
232,9,20,18,5,1,3,1,1,1,3,15,0,3,1
1020,3,20,20,4,1,2,1,1,1,4,23,0,4,1
131,8,20,17,0,0,3,1,0,1,3,13,1,3,0
278,7,20,19,5,1,3,1,1,1,3,24,0,4,1
35,4,20,17,0,0,3,1,0,1,3,14,0,3,0
287,10,21,13,3,1,1,1,0,0,5,16,0,3,0
6,4,21,20,0,0,3,1,0,1,1,19,1,4,0
9,9,21,17,1,0,2,1,0,1,2,14,0,3,0
502,6,21,20,0,0,3,1,0,1,4,19,1,4,0
262,1,21,19,4,1,2,1,1,1,5,21,0,4,1
47,3,21,18,1,0,2,2,0,1,2,16,0,3,0
242,2,21,19,1,0,2,1,0,1,5,20,0,4,0
280,9,21,16,3,1,1,1,1,1,2,17,0,3,1
29,1,21,20,0,0,3,1,0,1,5,20,0,4,0
208,9,21,14,0,0,3,1,0,1,3,13,1,3,0
137,9,21,18,4,1,2,1,1,1,4,15,0,3,1
80,10,21,19,5,1,3,1,1,1,2,23,0,4,1
1060,9,21,18,5,1,3,1,1,1,2,15,0,3,1
1141,7,21,20,0,0,3,1,0,1,4,19,1,4,0
27,6,21,19,1,0,2,1,0,1,2,20,0,4,0
226,10,21,19,3,1,1,1,1,1,5,23,0,4,1
21,3,21,20,4,1,2,1,1,1,2,23,0,4,1
98,2,21,21,0,0,3,1,0,1,4,19,1,4,0
239,6,21,17,0,0,3,1,0,1,2,13,1,3,0
5,10,21,20,0,0,3,1,0,1,3,19,1,4,0
154,5,21,19,4,1,2,1,1,1,4,21,0,4,1
268,9,21,21,4,1,2,1,1,1,1,21,0,4,1
83,8,21,17,0,0,3,1,0,1,2,13,1,3,0
19,7,21,19,5,1,3,1,1,1,1,24,0,4,1
162,5,21,19,4,1,2,1,1,1,3,21,0,4,1
1030,4,21,21,0,0,3,1,0,1,4,20,0,4,0
235,7,21,18,0,0,3,1,0,1,3,16,0,3,0
44,1,21,18,0,0,3,1,0,1,2,16,0,3,0
100,10,21,11,1,0,2,1,1,0,4,10,0,2,1
34,5,21,18,3,1,1,1,1,1,2,15,0,3,1
112,2,21,20,1,0,2,1,1,0,2,21,0,4,1
1050,8,21,19,3,1,1,1,1,1,4,21,0,4,1
1010,1,21,19,3,1,1,1,1,1,5,21,0,4,1
85,1,21,15,2,0,1,1,1,0,4,15,0,3,1
88,4,21,18,2,0,1,1,0,1,2,18,0,3,0
195,2,21,11,1,0,2,3,1,0,2,7,1,2,1
13,4,21,20,0,0,3,1,0,1,3,19,1,4,0
198,4,21,13,1,0,2,2,1,0,5,15,0,3,1
32,3,21,14,1,0,2,1,0,1,3,18,0,3,0
132,5,21,18,0,0,3,1,1,0,4,15,0,3,1
255,5,21,17,1,0,2,2,0,1,1,14,0,3,0
180,7,21,15,1,0,2,1,0,1,2,18,0,3,0
291,4,21,14,2,0,1,2,0,1,5,16,0,3,0
272,4,21,20,0,0,3,1,0,1,1,19,1,4,0
55,5,21,20,0,0,3,1,0,1,1,19,1,4,0
197,2,21,21,0,0,3,1,0,1,3,19,1,4,0
161,2,21,17,1,0,2,1,1,0,1,15,0,3,1
37,7,21,17,0,0,3,1,0,1,3,14,0,3,0
166,6,21,21,5,1,3,1,1,1,1,23,0,4,1
68,8,21,21,0,0,3,1,0,1,3,19,1,4,0
238,4,21,19,0,0,3,1,1,0,5,24,0,4,1
277,6,21,14,3,1,1,2,1,1,1,17,0,3,1
225,7,21,17,0,0,3,2,0,1,3,14,0,3,0
77,2,21,20,4,1,2,1,1,1,1,21,0,4,1
267,8,21,21,0,0,3,1,0,1,1,19,1,4,0
1142,9,21,20,0,0,3,1,0,1,4,19,1,4,0
167,8,21,18,5,1,3,1,1,1,3,17,0,3,1
247,9,21,15,3,1,1,2,0,0,5,16,0,3,0
281,6,21,21,3,1,1,1,1,1,5,23,0,4,1
1001,4,21,21,0,0,3,1,0,1,3,20,0,4,0
231,1,21,18,0,0,3,1,0,1,3,16,0,3,0
58,8,21,24,1,0,2,1,1,0,5,23,0,4,1
61,4,21,13,3,1,1,3,1,1,3,15,0,3,1
96,5,21,15,3,1,1,1,1,1,3,17,0,3,1
41,1,21,20,0,0,3,1,0,1,3,20,0,4,0
143,7,21,15,0,0,3,1,0,1,2,18,0,3,0
62,3,21,14,1,0,2,1,0,1,5,18,0,3,0
261,10,21,17,0,0,3,1,0,1,1,18,0,3,0
24,4,21,17,0,0,3,1,0,1,1,14,0,3,0
173,3,21,20,4,1,2,1,1,1,1,23,0,4,1
126,8,21,16,5,1,3,1,0,0,4,14,0,3,0
17,10,21,19,4,1,2,2,1,1,5,23,0,4,1
70,1,21,17,5,1,3,1,1,1,1,17,0,3,1
1143,8,21,7,2,0,1,1,1,0,4,10,0,2,1
42,3,21,21,0,0,3,1,0,1,5,22,0,4,0
1004,8,21,17,0,0,3,1,0,1,3,13,1,3,0
271,10,21,16,4,1,2,1,1,1,1,15,0,3,1
157,4,21,7,0,0,3,1,0,1,4,9,0,2,0
232,9,21,19,0,0,3,1,0,1,3,20,0,4,0
1020,3,21,21,0,0,3,1,0,1,4,22,0,4,0
131,8,21,18,5,1,3,1,1,1,3,17,0,3,1
278,7,21,20,0,0,3,1,0,1,3,19,1,4,0
228,2,21,14,0,0,3,2,0,1,2,18,0,3,0
287,10,22,14,1,0,2,1,0,1,5,14,0,3,0
6,4,22,21,0,0,3,1,0,1,1,20,0,4,0
9,9,22,18,1,0,2,1,1,0,2,15,0,3,1
502,6,22,21,4,1,2,1,1,1,4,23,0,4,1
262,1,22,20,0,0,3,1,0,1,5,20,0,4,0
190,2,22,17,5,1,3,2,1,1,3,15,0,3,1
47,3,22,19,1,0,2,1,1,0,2,24,0,4,1
280,9,22,17,1,0,2,1,0,1,2,14,0,3,0
29,1,22,21,5,1,3,1,1,1,5,24,0,4,1
208,9,22,15,0,0,3,1,0,1,3,16,0,3,0
137,9,22,19,1,0,2,1,0,1,4,20,0,4,0
80,10,22,20,0,0,3,1,0,1,2,19,1,4,0
1060,9,22,19,0,0,3,1,0,1,2,20,0,4,0
1141,7,22,22,0,0,3,1,0,1,4,22,0,4,0
27,6,22,20,1,0,2,1,0,1,2,19,1,4,0
226,10,22,20,0,0,3,1,0,1,5,19,1,4,0
21,3,22,21,1,0,2,1,0,1,2,22,0,4,0
258,1,22,14,3,1,1,2,0,0,1,14,0,3,0
98,2,22,24,5,1,3,1,1,1,4,24,0,4,1
239,6,22,18,4,1,2,1,1,1,2,15,0,3,1
5,10,22,21,0,0,3,1,0,1,3,20,0,4,0
288,8,22,19,2,0,1,2,1,0,2,21,0,4,1
203,9,22,15,0,0,3,3,0,1,5,16,0,3,0
154,5,22,20,0,0,3,1,0,1,4,19,1,4,0
268,9,22,22,4,1,2,1,1,1,1,24,0,4,1
83,8,22,18,2,0,1,1,1,0,2,17,0,3,1
19,7,22,20,0,0,3,1,0,1,1,19,1,4,0
162,5,22,20,0,0,3,1,0,1,3,19,1,4,0
1030,4,22,22,4,1,2,1,1,1,4,23,0,4,1
235,7,22,13,4,1,2,1,1,1,3,15,0,3,1
44,1,22,20,0,0,3,1,0,1,2,20,0,4,0
100,10,22,12,0,0,3,1,0,1,4,9,0,2,0
34,5,22,19,3,1,1,1,1,1,2,21,0,4,1
112,2,22,21,1,0,2,1,0,1,2,19,1,4,0
1050,8,22,20,0,0,3,1,0,1,4,22,0,4,0
1010,1,22,20,0,0,3,1,0,1,5,20,0,4,0
152,5,22,19,3,1,1,2,1,1,5,21,0,4,1
85,1,22,16,0,0,3,1,0,1,4,13,1,3,0
88,4,22,19,4,1,2,1,1,1,2,24,0,4,1
13,4,22,21,0,0,3,1,0,1,3,20,0,4,0
198,4,22,19,4,1,2,1,1,1,5,24,0,4,1
32,3,22,15,3,1,1,1,1,1,3,17,0,3,1
132,5,22,19,4,1,2,1,1,1,4,21,0,4,1
180,7,22,16,0,0,3,1,0,1,2,13,1,3,0
291,4,22,22,4,1,2,1,1,1,5,23,0,4,1
187,8,22,16,0,0,3,2,0,1,2,14,0,3,0
272,4,22,21,0,0,3,1,0,1,1,20,0,4,0
168,5,22,18,1,0,2,3,1,0,2,15,0,3,1
78,1,22,11,0,0,3,3,0,1,4,8,0,2,0
55,5,22,21,0,0,3,1,0,1,1,22,0,4,0
133,9,22,20,0,0,3,1,0,1,1,19,1,4,0
122,6,22,20,0,0,3,1,0,1,4,19,1,4,0
197,2,22,22,5,1,3,1,1,1,3,23,0,4,1
161,2,22,18,0,0,3,1,0,1,1,13,1,3,0
37,7,22,18,0,0,3,1,0,1,3,16,0,3,0
166,6,22,22,0,0,3,1,0,1,1,22,0,4,0
238,4,22,20,0,0,3,1,0,1,5,19,1,4,0
277,6,22,19,1,0,2,1,0,1,1,20,0,4,0
225,7,22,18,1,0,2,1,0,1,3,16,0,3,0
77,2,22,21,0,0,3,1,0,1,1,19,1,4,0
267,8,22,22,5,1,3,1,1,1,1,24,0,4,1
1142,9,22,21,4,1,2,1,1,1,4,21,0,4,1
167,8,22,19,4,1,2,1,1,1,3,21,0,4,1
247,9,22,19,0,0,3,1,0,1,5,20,0,4,0
281,6,22,22,0,0,3,1,0,1,5,22,0,4,0
26,6,22,17,0,0,3,1,0,1,5,13,1,3,0
231,1,22,19,5,1,3,1,1,1,3,21,0,4,1
58,8,22,23,0,0,3,1,0,1,5,20,0,4,0
284,5,22,20,0,0,3,2,0,1,5,19,1,4,0
96,5,22,17,3,1,1,2,0,0,3,14,0,3,0
41,1,22,21,5,1,3,1,1,1,3,24,0,4,1
143,7,22,16,0,0,3,1,0,1,2,13,1,3,0
146,7,22,18,2,0,1,2,0,1,4,16,0,3,0
62,3,22,15,1,0,2,1,1,0,5,17,0,3,1
261,10,22,18,0,0,3,1,0,1,1,13,1,3,0
24,4,22,16,0,0,3,1,0,1,1,13,1,3,0
173,3,22,21,0,0,3,1,0,1,1,22,0,4,0
97,3,22,18,0,0,3,2,0,1,1,16,0,3,0
126,8,22,19,5,1,3,1,1,1,4,21,0,4,1
16,3,22,21,0,0,3,2,0,1,4,22,0,4,0
17,10,22,20,1,0,2,1,0,1,5,19,1,4,0
1143,8,22,14,1,0,2,1,0,1,4,18,0,3,0
42,3,22,22,0,0,3,1,0,1,5,20,0,4,0
1004,8,22,16,3,1,1,2,0,0,3,14,0,3,0
271,10,22,17,0,0,3,1,0,1,1,18,0,3,0
39,5,22,18,2,0,1,1,1,0,4,15,0,3,1
505,9,22,17,0,0,3,2,0,1,4,14,0,3,0
157,4,22,8,1,0,2,1,0,1,4,8,0,2,0
232,9,22,20,0,0,3,1,0,1,3,19,1,4,0
1020,3,22,22,0,0,3,1,0,1,4,20,0,4,0
131,8,22,19,3,1,1,1,1,1,3,21,0,4,1
278,7,22,21,5,1,3,1,1,1,3,23,0,4,1
35,4,22,18,0,0,3,2,0,1,3,18,0,3,0
228,2,22,15,2,0,1,1,0,1,2,16,0,3,0
287,10,23,19,5,1,3,1,1,1,5,23,0,4,1
6,4,23,22,5,1,3,1,1,1,1,23,0,4,1
9,9,23,19,0,0,3,1,0,1,2,20,0,4,0
502,6,23,22,0,0,3,1,0,1,4,22,0,4,0
262,1,23,22,5,1,3,1,1,1,5,23,0,4,1
190,2,23,18,0,0,3,1,0,1,3,13,1,3,0
47,3,23,20,1,0,2,1,1,0,2,23,0,4,1
242,2,23,20,3,1,1,2,1,1,5,21,0,4,1
280,9,23,18,4,1,2,1,1,1,2,15,0,3,1
29,1,23,22,5,1,3,1,1,1,5,23,0,4,1
208,9,23,16,4,1,2,1,1,1,3,17,0,3,1
137,9,23,20,0,0,3,1,0,1,4,19,1,4,0
80,10,23,21,1,0,2,1,0,1,2,20,0,4,0
1060,9,23,20,0,0,3,1,0,1,2,19,1,4,0
1141,7,23,23,0,0,3,1,0,1,4,20,0,4,0
27,6,23,23,5,1,3,1,1,1,2,21,0,4,1
226,10,23,21,0,0,3,1,0,1,5,20,0,4,0
21,3,23,22,1,0,2,1,0,1,2,20,0,4,0
98,2,23,23,0,0,3,1,0,1,4,22,0,4,0
239,6,23,14,4,1,2,1,1,1,2,17,0,3,1
5,10,23,22,0,0,3,1,0,1,3,22,0,4,0
288,8,23,20,0,0,3,1,0,1,2,22,0,4,0
203,9,23,13,1,0,2,4,0,1,5,18,0,3,0
154,5,23,21,0,0,3,1,0,1,4,22,0,4,0
268,9,23,23,0,0,3,1,0,1,1,22,0,4,0
19,7,23,21,0,0,3,1,1,0,1,23,0,4,1
162,5,23,21,0,0,3,1,0,1,3,22,0,4,0
1030,4,23,23,3,1,1,1,1,1,4,21,0,4,1
235,7,23,19,5,1,3,1,1,1,3,24,0,4,1
44,1,23,24,0,0,3,1,0,1,2,19,1,4,0
100,10,23,7,4,1,2,2,1,1,4,12,0,2,1
34,5,23,20,1,0,2,1,0,1,2,19,1,4,0
112,2,23,22,1,0,2,1,1,0,2,23,0,4,1
1050,8,23,21,0,0,3,1,0,1,4,19,1,4,0
1010,1,23,21,4,1,2,1,1,1,5,24,0,4,1
152,5,23,20,0,0,3,1,0,1,5,19,1,4,0
85,1,23,17,1,0,2,1,1,0,4,17,0,3,1
88,4,23,20,0,0,3,1,0,1,2,19,1,4,0
195,2,23,12,3,1,1,2,1,1,2,11,0,2,1
13,4,23,22,4,1,2,1,1,1,3,23,0,4,1
198,4,23,20,0,0,3,1,0,1,5,19,1,4,0
132,5,23,20,0,0,3,1,0,1,4,19,1,4,0
255,5,23,18,4,1,2,2,1,1,1,15,0,3,1
180,7,23,17,1,0,2,1,0,1,2,14,0,3,0
187,8,23,17,0,0,3,1,0,1,2,13,1,3,0
168,5,23,15,3,1,1,1,1,1,2,17,0,3,1
78,1,23,13,0,0,3,1,0,1,4,18,0,3,0
55,5,23,22,5,1,3,1,1,1,1,24,0,4,1
133,9,23,19,0,0,3,2,0,1,1,20,0,4,0
122,6,23,19,0,0,3,2,0,1,4,20,0,4,0
197,2,23,23,1,0,2,1,0,1,3,22,0,4,0
37,7,23,13,5,1,3,1,1,1,3,15,0,3,1
166,6,23,23,5,1,3,1,1,1,1,21,0,4,1
68,8,23,22,5,1,3,2,1,1,3,24,0,4,1
238,4,23,21,0,0,3,1,0,1,5,20,0,4,0
277,6,23,20,1,0,2,1,0,1,1,19,1,4,0
225,7,23,15,1,0,2,1,0,1,3,18,0,3,0
267,8,23,23,0,0,3,1,0,1,1,20,0,4,0
1142,9,23,22,5,1,3,1,1,1,4,24,0,4,1
167,8,23,20,1,0,2,1,0,1,3,22,0,4,0
247,9,23,20,0,0,3,1,0,1,5,19,1,4,0
1001,4,23,22,5,1,3,2,1,1,3,23,0,4,1
26,6,23,16,1,0,2,2,0,1,5,16,0,3,0
231,1,23,20,0,0,3,1,0,1,3,20,0,4,0
58,8,23,22,1,0,2,1,1,0,5,24,0,4,1
61,4,23,14,0,0,3,2,0,1,3,16,0,3,0
96,5,23,19,3,1,1,1,1,1,3,21,0,4,1
41,1,23,22,5,1,3,1,1,1,3,23,0,4,1
143,7,23,17,1,0,2,1,0,1,2,14,0,3,0
146,7,23,19,4,1,2,1,1,1,4,24,0,4,1
62,3,23,16,0,0,3,1,0,1,5,14,0,3,0
261,10,23,14,3,1,1,2,0,0,1,14,0,3,0
24,4,23,15,5,1,3,1,1,1,1,17,0,3,1
97,3,23,19,5,1,3,1,1,1,1,24,0,4,1
126,8,23,20,0,0,3,1,0,1,4,22,0,4,0
16,3,23,22,0,0,3,1,0,1,4,20,0,4,0
17,10,23,21,0,0,3,1,0,1,5,20,0,4,0
70,1,23,18,0,0,3,2,0,1,1,16,0,3,0
1143,8,23,15,1,0,2,1,1,0,4,15,0,3,1
